uri|name|danceability|energy|loudness|speechiness|acousticness|instrumentalness|liveness|valence|tempo|duration_ms|popularity|explicit|album_name|artist_name_1|artist_uri_1|artist_name_2|artist_uri_2|release_album_date
spotify:track:1Rx1luHyse77VYY2dAeFs1|Useless (The Kruder + Dorfmeister Session)|0.533|0.451|-11.848|0.122|0.229|0.692|0.119|0.663|94.887|545960|0|False|Remixes 81>04|Depeche Mode|spotify:artist:762310PdDnwsDxAQxzQkfX|||2004
spotify:track:7kG6NgkFkzDaQrEEeiNrFj|De Mi Vida|0.759|0.654|-6.951|0.134|0.332|0.00256|0.1|0.934|106.029|266213|0|False|Unconventional Glam Music|Smoma|spotify:artist:2HoxRLnHezrEwEWYKn7w3x|||2009-04-22
spotify:track:2U1IDF96kwLGySxRrCxSNp|Latein|0.776|0.762|-8.033|0.0349|0.199|0.568|0.154|0.53|145.01|305063|0|False|Tempomat|Moca|spotify:artist:3v0fho5jtgxZFmcbJFNiK4|||2006-03-14
spotify:track:2WCkVQcnzUUmrQ0ZOPRGVB|Is It A Crime - Album Mix|0.525|0.45|-11.528|0.0652|0.74|2.19e-05|0.269|0.654|99.439|260371|41|False|House Jazz Masters: Dedication|The Moleskins|spotify:artist:4pi5AAtLwHbvLBypLmTYQe|||2010-06-01
spotify:track:0gDWgUpmcRyIb9yBxeaGQj|Memories|0.874|0.578|-5.441|0.0636|0.393|0.000237|0.195|0.656|95.972|230326|0|False|Ballroom Stories|Waldeck|spotify:artist:6596yDTd94cIC3dlBptxDH|||2007-09-10
spotify:track:5dPUZM3nkb6ppQQFZiN0pA|La Maison De La Trompette|0.718|0.83|-8.722|0.0405|0.235|0.924|0.113|0.569|128.014|270888|0|False|Reality Check|Stigmato Inc|spotify:artist:3EbM2AXCom1dZ8EIXrce7m|||2002
spotify:track:11y2kjVbp2RWBSA7hOO7he|Ain't Nothin - Feat. Todd Williams|0.845|0.428|-10.653|0.181|2.56e-05|0.0302|0.0822|0.404|119.012|366554|15|False|Deep House|Forteba|spotify:artist:3BPAr7M3NuBl1ZNPA2rl3d|||2008-04-01
spotify:track:1KGcGNuvnnULvrVRxC8fqL|You Gotta Be Free|0.659|0.623|-7.701|0.0722|0.228|0.508|0.151|0.718|85.215|214746|0|False|The 5th Dimension|Lemongrass|spotify:artist:6T4sT6axXOoIXP4cpaQtNk|Karen Gibson Roc|spotify:artist:228nnahvhSOjv5olT9IfHK|2010-05-14
spotify:track:4PZbvfvL52tqBbrNj2OCVg|Meo Coracao|0.776|0.794|-6.699|0.0305|0.00341|0.153|0.119|0.853|124.963|234284|0|False|This Very Moment|Hacienda|spotify:artist:1HZQyJAdjrigbPJG5MCViQ|||2003
spotify:track:2r3PJggZaKqlrLIn2O4XaB|Feeling Good In Your Soul|0.766|0.898|-6.619|0.0429|0.658|0.0087|0.0815|0.945|119.988|267978|0|False|My Cup Of Tea|Gazzara|spotify:artist:24rjbt2DY3KwoNkaMjvFqT|||2009-03-03
spotify:track:77Giq0zMIdbSkQRfPwhmXX|Paradise|0.63|0.805|-7.796|0.0327|0.0426|0.0453|0.155|0.711|99.95|231026|13|False|Acid Jazz: The Evolution Collection|Glambeats Corp.|spotify:artist:2OfhO7rFJyxPWi4zqy9HxJ|||2010-04-27
spotify:track:4HBQKcCmvq4vBl7ErcgHli|One More Dance|0.686|0.537|-9.464|0.045|0.0499|0.719|0.0935|0.899|122.017|243933|0|False|Jazzy Chill House (Vol. 2)|Luxury Grooves|spotify:artist:6vI6RMCXDR6eAFf5bHar8w|||2009-11-09
spotify:track:645RPlQaMOtnJNZSw42Wnb|Dipso Calypso - feat Lady Cath, Original|0.737|0.779|-7.267|0.0533|0.161|0.00809|0.0846|0.929|109.994|190691|0|False|Dipso Calypso|Buscemi|spotify:artist:7kgD97FmexIhZQETIJgGVn|||2009-10-16
spotify:track:2g1hZdSIgI7CExk9pbO6aV|Viaje Feliz|0.755|0.925|-9.803|0.0496|0.0961|0.388|0.0571|0.461|122.273|329653|31|False|Blue Note Trip 2: Sunset/Sunrise|Buscemi|spotify:artist:7kgD97FmexIhZQETIJgGVn|||2006-01-01
spotify:track:1JbARHcLeRWdtCCpiS1Pxz|Easier Said Than Done|0.715|0.351|-12.832|0.0431|0.228|0.000156|0.0943|0.281|115.011|223360|0|False|Blood Like Lemonade|Morcheeba|spotify:artist:6bWxFw65IEJzBYjx3SxUXd|||2010-06-07
spotify:track:3djnSlwb98vmfznzmWdje0|Seductive Soul|0.763|0.584|-11.071|0.0579|0.305|0.852|0.198|0.665|120.014|235589|9|False|Chill N' Jazz: The Coolest Collection Of Chill Out Jazz|Von Mondo|spotify:artist:5wOJnqcvW3KLuyWmAJS8OR|||2006-06-03
spotify:track:0pGrnyu1rfw9QgbSGHQ4ku|Dundadeova|0.696|0.572|-10.589|0.0634|0.0204|0.133|0.498|0.441|98.516|257200|0|False|NIKKI BEACH Luxury Music|Dzihan & Kamien|spotify:artist:0jyyByk1ca4r8gaqMYVPUI|||2009-07-06
spotify:track:5oHdnUomU6PVlawHeGK40c|Black Is The Night feat. Katherin DeBoer|0.895|0.632|-5.603|0.1|0.00649|0.00255|0.0556|0.692|94.015|259386|0|False|Sound Catcher|DJ Vadim|spotify:artist:4vwzEW1kPK1BlgSBGrRyqZ|||2007-04-02
spotify:track:3VUZkJDx3idWbCfN2au2la|Jazz Music|0.593|0.845|-8.901|0.052|0.269|0.0368|0.527|0.805|165.249|212812|0|False|Hôtel Costes - La Suite (Mixed by Stéphane Pompougnac) [Bonus Track Version]|De-Phazz|spotify:artist:0WLS16S6MJvMgWXrUezleN|||1999-11-16
spotify:track:6y45GZ34Hm9QejTU12andf|My Society|0.816|0.761|-8.756|0.0306|0.0333|0.00325|0.669|0.927|115.597|215280|0|False|Hôtel Costes 10|De-Phazz|spotify:artist:0WLS16S6MJvMgWXrUezleN|||2007-09-24
spotify:track:1Os6BhZuLx7cA7erm1ItKF|Summer In Love|0.77|0.796|-9.0|0.0544|0.295|0.0148|0.0989|0.655|125.967|301933|0|False|Jazzy Chill House Vol. 1|Luxury Grooves|spotify:artist:6vI6RMCXDR6eAFf5bHar8w|||2008-09-16
spotify:track:4bisLJHUsnnoY62dZ1ykvH|Yunowhathislifeez|0.756|0.639|-7.873|0.0328|0.785|0.109|0.101|0.951|109.999|281400|0|False|Lounge Story 3|Metropolitan Jazz Affair|spotify:artist:5pTdjKc68oWtRFeh9T1dep|||2006-07-01
spotify:track:7vmJjnGoCmQ4F5exuVkhbH|Morenito feat Clémentine - Bossa Mix|0.751|0.732|-9.224|0.0329|0.494|0.591|0.177|0.898|123.998|313400|12|False|Living On The Edge|Stéphane Pompougnac|spotify:artist:5Bn3WjTUxq9ZN3YrXE3QMt|||2003
spotify:track:6I9455tqF0ogKgKMxYlaFY|Summer Rain - Balearic Mix|0.587|0.681|-10.344|0.0332|0.22|0.751|0.0971|0.335|99.987|289065|0|False|Chill Lounge Del Mar - Ibiza Beach Café [Chilled Out Sessions]|K&D ft Mahoney|spotify:artist:2zRWEgzQ865bVd0pgx2qza|||2009-08-28
spotify:track:3fzkfWvzatwTpf9OHg7SlA|Smalltown Boy - Flatliners Remix|0.572|0.542|-11.557|0.0327|0.141|0.00278|0.112|0.303|127.938|332439|0|False|Chill Lounge Del Mar - Ibiza Beach Café [Chilled Out Sessions]|Kenji Club|spotify:artist:2nmsejsnWXx8w5mbzD8VPv|||2009-08-28
spotify:track:17aeq3W5rFhsT3GjoTupqx|One More Night - Summernight Extended|0.615|0.689|-11.154|0.0302|0.614|0.794|0.0992|0.0381|108.54|398603|0|False|Chill Lounge Del Mar - Ibiza Beach Café [Chilled Out Sessions]|L'Esperanza|spotify:artist:6nyXzup6Frjec1WOVWQ2Vx|||2009-08-28
spotify:track:14w7n7gi635VCb5f7t2OQ5|License To Chill - Pacha Sax Lounge RMX|0.581|0.511|-8.199|0.0302|0.262|0.837|0.24|0.4|171.963|317811|0|False|Chill Lounge Del Mar - Ibiza Beach Café [Chilled Out Sessions]|Natalie Marchenko|spotify:artist:2J7hXNU92dhgsEG74j6rC0|||2009-08-28
spotify:track:1EyuAi0986MQuKVwo6BlEc|Miracle - Signfield Mix|0.66|0.525|-10.907|0.0325|0.119|0.101|0.098|0.226|118.8|261061|0|False|Chill Lounge Del Mar - Ibiza Beach Café [Chilled Out Sessions]|Beats & Pieces ft. Fab|spotify:artist:2KQdlXjMd5vsgdV5SACOdS|||2009-08-28
spotify:track:77UHUEhxszJ1IKmJDqYULz|San Antonio Sunset - Chill Out Ibiza Dub|0.654|0.355|-13.15|0.032|0.493|0.876|0.176|0.131|101.996|265183|0|False|Chill Lounge Del Mar - Ibiza Beach Café [Chilled Out Sessions]|Dublication|spotify:artist:0Q28iLv1MydqaUGDt4Wmr5|||2009-08-28
spotify:track:1LDeVNE0LGkHUpfzmpJjTd|Vuelvo al sur|0.759|0.463|-11.894|0.0713|0.0571|0.00251|0.515|0.307|99.245|362746|33|False|Gotan Project live|Gotan Project|spotify:artist:44ejFPE33H5aOInxNV2BFP|||2008-10-20
spotify:track:6QzDDocTQWEGKDz4XEeZFv|The Voice Of Buddha - Eyes Of Truth Pt2 - Dalai Lama Tribute|0.431|0.705|-12.673|0.0372|0.629|0.637|0.225|0.198|100.094|275736|0|False|Chill Lounge Del Mar - Ibiza Beach Café [Chilled Out Sessions]|Bhangralution|spotify:artist:2wDI5HMRtqJE3uE9VvESzT|||2009-08-28
spotify:track:2FFH9ifqRB3YidNQ1j89cf|No Ordinary Morning|0.707|0.518|-14.302|0.0288|0.604|0.12|0.106|0.314|102.01|309133|0|False|Behind The Sun|Chicane|spotify:artist:5GxyeQagayzZOg4UwffQlD|||2000-01-01
spotify:track:76wt822AIyYoJBdn92DAhF|Sonhando Ipanema|0.597|0.778|-8.311|0.0336|0.00432|0.0025|0.0886|0.79|111.001|278640|16|False|Fresh Tunes 01: For Your Working Pleasure|Barrière Feat. Themis|spotify:artist:2XR14iT6pcwRYmw3uQzgB9|||2005-01-25
spotify:track:2VxmXrfvdKptWR4cJt5t04|Marisi|0.739|0.553|-12.541|0.0647|0.191|0.869|0.0488|0.228|93.963|404240|0|False|Cantoma|Cantoma|spotify:artist:2OCGJk1N7eN9faLPLs07Ax|||2005-09-13
spotify:track:2t9LhEAQXkdTFxoX3V8n72|Yes Boss - Radio Edit|0.729|0.762|-9.078|0.0654|0.15|0.468|0.453|0.846|95.458|231546|0|False|Yes Boss Mixes|Hess Is More|spotify:artist:1fFTIIHpCj2a0Xv5Xls50Q|||2006-01-01
spotify:track:3JNTQoN7w6I5HWH2PcRo5D|Cold Water Music|0.51|0.857|-7.26|0.0413|0.00443|0.274|0.241|0.388|106.058|344266|0|False|Cold Water Music|Aim|spotify:artist:1ILwJ5zliBLMsRARQJjOMp|||2007-05-27
spotify:track:3I9LiI3us93jBM5o1yheUk|One (Is the Loneliest Number)|0.789|0.494|-9.496|0.0324|0.407|0.808|0.226|0.781|120.025|337226|19|False|Brazil Remixed|The Tao Of Groove|spotify:artist:66nWqKHAI8Q8w72wfUqmZa|||2003-05-01
spotify:track:2oI01MkXgrcM6tmACXPH7t|Playground Love|0.349|0.399|-10.528|0.0289|0.224|0.687|0.356|0.109|143.044|212160|0|False|playground love|Air|spotify:artist:1P6U1dCeHxPui5pIrGmndZ|||2004
spotify:track:4C2KTUGR9XwSv0vy6A8HCr|A Te O Fin Jazz Rework - feat. Carla Alexander|0.768|0.663|-5.961|0.054|0.383|0.437|0.121|0.404|110.033|289880|0|False|Jazz Works|Buscemi|spotify:artist:7kgD97FmexIhZQETIJgGVn|||2008-10-13
spotify:track:2jvuf7h454hjB2vIFhDn3o|Amerimacka|0.689|0.675|-9.254|0.0391|0.258|0.694|0.513|0.354|76.826|341532|0|False|It Takes A Thief|Thievery Corporation|spotify:artist:25KNo5GDS6ZpLkjasaecA3|||2010-09-21
spotify:track:1cCr1LTytOP840W0mnz5kq|Shadows of Ourselves|0.751|0.694|-9.083|0.0378|0.0721|0.908|0.0742|0.58|118.0|219812|0|False|It Takes A Thief|Thievery Corporation|spotify:artist:25KNo5GDS6ZpLkjasaecA3|||2010-09-21
spotify:track:6CrFvsxDtQ3UkDSzAf1Cxl|Diario De Viaje|0.594|0.567|-9.49|0.0684|0.0906|0.22|0.251|0.177|158.042|267386|0|False|AOL Music DJ Sessions Mixed by Thievery Corporation|Federico Aubele|spotify:artist:3FIFlkBCqeOewVa9hiNgwq|||2006-02-20
spotify:track:24OL5bK0JJkHFMutreka7W|L'Amour|0.833|0.898|-7.109|0.037|0.24|0.9|0.0799|0.494|94.623|258613|36|False|Hôtel Costes - A Decade|Rouge Rouge|spotify:artist:5MuLnwZid1jrvahRcyJFU5|||2009-11-16
spotify:track:5gJdowKAbvyrZvBopn6CLw|Paper Aeroplane|0.806|0.533|-10.911|0.0554|0.522|0.217|0.089|0.459|104.094|208960|0|False|Hôtel Costes - A Decade|Angus & Julia Stone|spotify:artist:4tvKz56Tr39bkhcQUTO0Xr|||2009-11-16
spotify:track:09zVgAxQdqVVtlUlHi6BNo|The Ballad of Sacco and Vanzetti|0.812|0.656|-5.458|0.0256|0.0744|1.35e-05|0.472|0.749|112.001|188560|31|False|Hôtel Costes - A Decade|Stéphane Pompougnac|spotify:artist:5Bn3WjTUxq9ZN3YrXE3QMt|||2009-11-16
spotify:track:3YftAT7dgEYeODelh4NCWf|Irresistible Bliss|0.627|0.29|-16.768|0.0402|0.63|0.917|0.0941|0.817|78.977|294613|6|False|Cool - Funk|Chris Botti|spotify:artist:3eFo5fMv53RYZBYlvT5Z6a|||2009-01-01
spotify:track:0uPBJolEn505OX2G3BV9Hf|A Gentle Dissolve|0.556|0.454|-11.289|0.0293|0.106|0.932|0.152|0.327|79.002|169626|56|False|The Cosmic Game|Thievery Corporation|spotify:artist:25KNo5GDS6ZpLkjasaecA3|||2005-02-22
spotify:track:0fCd2qWv9TCqYjxNlUxl59|Intro / Stronger Than Me|0.881|0.473|-5.106|0.0492|0.0538|0.000243|0.0943|0.728|91.452|234106|0|False|Frank (German Version)|Amy Winehouse|spotify:artist:6Q192DXotxtaysaqNPy5yR|||2003
spotify:track:7hhXx8PK45Hy9yv5y2Pxgw|You Sent Me Flying / Cherry|0.648|0.625|-6.478|0.144|0.482|0.0|0.227|0.291|99.646|410760|0|False|Frank (German Version)|Amy Winehouse|spotify:artist:6Q192DXotxtaysaqNPy5yR|||2003
spotify:track:6iWqDBhlLaFd51ovf2rTRt|Know You Now|0.847|0.681|-6.166|0.0752|0.0372|0.00115|0.0784|0.718|140.692|183253|0|False|Frank (German Version)|Amy Winehouse|spotify:artist:6Q192DXotxtaysaqNPy5yR|||2003
spotify:track:52eP1JV1axI6TMCWfRQg8n|Take The Box|0.649|0.503|-7.845|0.0385|0.0194|1.04e-06|0.11|0.18|115.946|200186|0|True|Frank (German Version)|Amy Winehouse|spotify:artist:6Q192DXotxtaysaqNPy5yR|||2003
spotify:track:58sZbU1uIydLhJt0P4pALy|La Solitude|0.538|0.0964|-19.156|0.0818|0.975|0.000852|0.0617|0.21|130.986|200893|17|False|Quand Tu Dors|Wende|spotify:artist:3SCB3V2d5Loauz5tfo6Y5G|||2004-05-07
spotify:track:4fWBgWNctDU62tEUcLmhXv|I Put A Spell On You|0.307|0.304|-13.127|0.0372|0.9|0.00141|0.0873|0.333|176.897|158200|0|False|The Best Of Nina Simone|Nina Simone|spotify:artist:7G1GBhoKtEPnP86X2PvEYO|||1969-01-01
spotify:track:42lOtoOmae4p2AAxADtTV1|See-Line Woman|0.776|0.649|-13.861|0.186|0.583|2.98e-06|0.149|0.658|119.175|158306|0|False|The Best Of Nina Simone|Nina Simone|spotify:artist:7G1GBhoKtEPnP86X2PvEYO|||1969-01-01
spotify:track:2n845ZaLOgpNJ3RinFwE1W|My Baby Just Cares For Me|0.753|0.407|-10.386|0.0711|0.858|7.07e-06|0.0968|0.522|118.314|217626|0|False|The Essential Nina Simone|Nina Simone|spotify:artist:7G1GBhoKtEPnP86X2PvEYO|||2000
spotify:track:7L6dVZR47Wa74LXIhk8aS8|Mr. Bojangles|0.484|0.364|-10.691|0.0311|0.334|1.57e-05|0.22|0.294|113.787|299893|0|False|The Very Best Of|Nina Simone|spotify:artist:7G1GBhoKtEPnP86X2PvEYO|||2006-04-29
spotify:track:2q9JAMiPaRDy4uMRy3jvxw|I Have A Dream - Chillout Mix|0.54|0.64|-8.307|0.0288|0.528|0.656|0.0609|0.108|139.964|343500|14|False|Best Of Chill Out Ibiza|Jon Crusoe|spotify:artist:2NtckcEAg1WR0pbLyvs83P|||2008-12-15
spotify:track:4c8UShHI7yCVJfiw43ClVH|I'm Calling Out - No Coldplay On The Beach Dub|0.607|0.818|-9.352|0.0375|0.107|0.736|0.379|0.573|123.997|351593|12|False|Best Of Chill Out Ibiza|Blue Metheny|spotify:artist:26VU0Nnl7hudUhdstDY58A|||2008-12-15
spotify:track:0zC1swDlcGbDfSBMkNk9XS|Playa Del Mar - Chillout Mix|0.665|0.824|-6.429|0.0392|0.0996|0.938|0.133|0.636|99.988|219962|9|False|Best Of Chill Out Ibiza|Starlive Café|spotify:artist:0mBoDm5XsWPhM0xl04sFxz|||2008-12-15
spotify:track:6EhLk5foAJL5ugO2r7mEhV|To The Sky|0.548|0.642|-8.831|0.0308|0.0416|0.000667|0.111|0.144|120.004|242648|10|False|Best Of Chill Out Ibiza|Liquid Motion|spotify:artist:0hnTypnaWK6NEsjxtfOv0E|||2008-12-15
spotify:track:1ct9KPVyfZJ6CjQTL6OOgq|Guaglione - Vocal|0.482|0.194|-19.109|0.0518|0.931|0.000138|0.151|0.523|163.908|194066|0|False|The Talented Mr. Ripley - Music from The Motion Picture|Marino Marini|spotify:artist:2XLDoRIbLGPDqTXeTrVIbo|||1999-08-13
spotify:track:3HgJgfUCVFUMRhArUiEZsO|Don't Let Me Be Misunderstood|0.379|0.512|-10.513|0.0768|0.771|0.0|0.151|0.53|157.887|162853|0|False|The Very Best Of|Nina Simone|spotify:artist:7G1GBhoKtEPnP86X2PvEYO|||2006-04-29
spotify:track:1ZOic3velengqna87J0zKT|Do What You Gotta Do|0.311|0.449|-11.444|0.0552|0.632|4.03e-05|0.347|0.608|159.452|214933|0|False|The Very Best Of|Nina Simone|spotify:artist:7G1GBhoKtEPnP86X2PvEYO|||2006-04-29
spotify:track:0kMFMFfaYqDIdqRMMfmbel|Ain't Got No, I Got Life - Remix / Radio Edit|0.651|0.821|-7.858|0.0533|0.0494|0.149|0.141|0.85|122.055|202266|0|False|The Very Best Of|Nina Simone|spotify:artist:7G1GBhoKtEPnP86X2PvEYO|Groovefinder|spotify:artist:1eRfrdcIR4jfFC6KAANMgQ|2006-04-29
spotify:track:0lpC1Y1GBAlzmE2vnVkXti|Miss Q'N|0.807|0.464|-6.965|0.11|0.108|0.00161|0.0997|0.577|90.453|263573|17|False|Ancestry in Progress - Disc 1 / Zap Mama Disc - 2|Zap Mama|spotify:artist:5UUHefXYUqgqmROQvDmJLL|Erykah Badu|spotify:artist:7IfculRW2WXyzNQ8djX8WX|2004
spotify:track:6ybViy2qrO9sIi41EgRJgx|Don't Know Why|0.732|0.198|-11.775|0.028|0.883|1.1e-05|0.0659|0.618|88.174|186146|76|False|Come Away With Me|Norah Jones|spotify:artist:2Kx7MNY7cI1ENniW7vT30N|||2002-02-26
spotify:track:0AMKZWRgdFfGYYTxiWrwwH|What Am I To You?|0.651|0.347|-9.175|0.0341|0.694|0.0249|0.11|0.533|75.978|210000|65|False|Feels Like Home|Norah Jones|spotify:artist:2Kx7MNY7cI1ENniW7vT30N|||2004-01-01
spotify:track:4SCtNUCxnIW6TXzvplAQVu|Strange Transmissions - Chillout Remix|0.787|0.592|-9.899|0.032|0.581|0.00616|0.132|0.709|103.021|275586|0|False|New York City - Deluxe Edition|The Peter Malick Group|spotify:artist:2KQp9h8634hhAdwmgJ3bjD|Norah Jones|spotify:artist:2Kx7MNY7cI1ENniW7vT30N|2007-01-16
spotify:track:6K9hwKk00liPSyEemLgiik|Baby It's Cold Outside|0.56|0.348|-11.181|0.0547|0.713|0.0|0.113|0.479|90.296|238066|32|False|American Classic|Willie Nelson|spotify:artist:5W5bDNCqJ1jbCgTxDD0Cb3|Norah Jones|spotify:artist:2Kx7MNY7cI1ENniW7vT30N|2009-01-01
spotify:track:4jLvqslY8dBpnvL81igDo7|Beach Club - Dubfather Balearic Mix|0.702|0.704|-9.86|0.0487|0.188|0.708|0.851|0.73|118.238|224387|0|False|Chill Lounge Del Mar - Ibiza Beach Café [Chilled Out Sessions]|Island Affairs|spotify:artist:6QhfAvvIu9TTR88o2IKRbC|||2009-08-28
spotify:track:7lqrA7RZdx9CtLfBtkGZoc|Tu Vuo' Fa L'Americano - Vocal|0.485|0.428|-12.151|0.176|0.448|0.0|0.907|0.54|104.569|181000|45|False|The Talented Mr. Ripley - Music from The Motion Picture|Fiorello|spotify:artist:4kb7YUXdndyC7yD81bJ08q|Matt Damon|spotify:artist:6V4svndaHpUa5Go8Z8AOUd|1999-08-13
spotify:track:7kqh8niKevusP5OjKgKIWm|Moanin' - Instrumental|0.551|0.33|-11.69|0.0426|0.222|0.886|0.623|0.615|142.925|253760|22|False|The Talented Mr. Ripley - Music from The Motion Picture|The Guy Barker International Quintet|spotify:artist:0mGlaDYvMld4j7Oy6He07p|||1999-08-13
spotify:track:3cVLU4pcLIbvAnpJiUZGMU|Take Five|0.44|0.162|-19.153|0.0426|0.584|0.00234|0.0796|0.577|170.385|324760|9|False|Jazz Collection|Dave Brubeck|spotify:artist:3kUKwTJdH8FuWzF8p6Dg9E|||1995-04-11
spotify:track:0VwqinGSrzBpUFkPntfOhk|When You Where Young|0.595|0.255|-15.636|0.0337|0.741|1.49e-05|0.0933|0.316|80.522|248546|0|False|Soesja Sings Citroen|Soesja Citroen|spotify:artist:4XrJYhoibwW01av6vddx80|Michael Moore|spotify:artist:1qmN59E8o3FW3Z0LzC2sGL|2007-10-11
spotify:track:3aAybsnwbtLnZT6c6lbYya|Shall We Dance|0.626|0.068|-17.342|0.0536|0.762|0.0114|0.0853|0.3|124.567|245960|0|False|My Funny Valentine|Soesja Citroen|spotify:artist:4XrJYhoibwW01av6vddx80|||1991
spotify:track:0sdVLFLcbH06eFB2FFVQsX|Sad Song|0.63|0.256|-12.652|0.0425|0.445|3.73e-05|0.0974|0.285|132.287|232626|0|False|Six White Russians And A Pink Pussycat|Room Eleven|spotify:artist:1fnqrUzStcFzRdTybhaOdT|||2006-01-01
spotify:track:0HxDXAUayBZXU8ZaWdBKyc|Head over Feet - Live / Unplugged|0.421|0.734|-8.692|0.0511|0.0688|0.0|0.974|0.34|168.772|262560|54|False|Live / Unplugged|Alanis Morissette|spotify:artist:6ogn9necmbUdCppmNnGOdi|||1999-11-12
spotify:track:4SJVmSB5PqxtHz4bUySzcK|Aftermath|0.601|0.736|-6.417|0.0261|0.0703|2.6e-05|0.109|0.703|111.92|232920|0|False|Around The Sun|R.E.M.|spotify:artist:4KWTAlx2RvbpseOGMEmROg|||2004-10-04
spotify:track:4CwcvWeCi2rFcLPIJCOwXw|Long Nights|0.461|0.31|-13.052|0.0306|0.683|0.00331|0.168|0.0956|109.133|151773|0|False|Music For The Motion Picture Into The Wild|Eddie Vedder|spotify:artist:0mXTJETA4XUa12MmmXxZJh|||2007-12-17
spotify:track:2Dk5PNGZiT83jnXKQBLqTa|High Noon|0.802|0.726|-9.975|0.0663|0.0815|0.73|0.118|0.882|100.896|373386|0|False|Das Jahr der Taube . A Richard Dorfmeister Selection (Continuous Mix)|Peter Kruder|spotify:artist:47EuUa98YLFZ0nw2bMQKpC|Richard Dorfmeister|spotify:artist:7kVSO9W0cZoyKBEG5o3E9h|2007
spotify:track:1yfrdGxbbEpDWB3luUhxqt|Boss on the Boat|0.764|0.666|-6.944|0.0851|0.0117|0.828|0.151|0.665|99.99|363333|0|False|Das Jahr der Taube . A Richard Dorfmeister Selection (Continuous Mix)|Tosca|spotify:artist:0TYvluyvV1Es8lTHiBfnAn|||2007
spotify:track:0KVG8XyYqp6nymh7rdDsmV|A Brighter Day|0.518|0.637|-8.304|0.032|0.612|0.00495|0.12|0.507|171.829|343066|37|False|A Brighter Day|Ronny Jordan|spotify:artist:32WK2OuP2PG4r7sH7bUfN9|||2000-01-01
spotify:track:5U1KqZslhFio3AoRUOxCmJ|(The Theme From) Underworld|0.787|0.202|-9.88|0.0632|0.237|0.874|0.086|0.18|93.82|316466|17|False|Off The Record|Ronny Jordan|spotify:artist:32WK2OuP2PG4r7sH7bUfN9|||2001-01-01
spotify:track:1bjhlHjYLqVRAz79K7vRfl|New York City - DJ Strobe Brooklyn Broken Beat Remix|0.771|0.581|-10.315|0.0474|0.0457|0.00153|0.0644|0.814|95.968|245213|0|False|New York City - Deluxe Edition|The Peter Malick Group|spotify:artist:2KQp9h8634hhAdwmgJ3bjD|Norah Jones|spotify:artist:2Kx7MNY7cI1ENniW7vT30N|2007-01-16
spotify:track:1y5Oft6hjMImtGC0KhJcTh|Deceptively Yours - DJ Strobe 7 Below Zero Remix|0.62|0.424|-12.471|0.0285|0.292|0.00205|0.179|0.343|111.428|265853|0|False|New York City - Deluxe Edition|The Peter Malick Group|spotify:artist:2KQp9h8634hhAdwmgJ3bjD|Norah Jones|spotify:artist:2Kx7MNY7cI1ENniW7vT30N|2007-01-16
spotify:track:6FR2Rh8tqSaHMTuAa3iML7|Samba da Bencao|0.662|0.497|-9.73|0.0326|0.174|0.000233|0.105|0.544|80.843|287266|0|False|Tanto Tempo|Bebel Gilberto|spotify:artist:6gk4ierjjSVPoZep27VfZz|||2000
spotify:track:1AzdtqjIVvaGd8c8kKk9ia|Aganjú - Latin Project Mix|0.766|0.873|-5.783|0.0425|0.0292|0.0773|0.125|0.683|100.002|324533|0|False|Bebel Gilberto Remixed|Bebel Gilberto|spotify:artist:6gk4ierjjSVPoZep27VfZz|||2005
spotify:track:7Fg2IkcDuHxNmUKS1iqcgK|Simplesmente|0.657|0.343|-11.857|0.0258|0.567|0.00195|0.185|0.251|106.027|289160|0|False|Bebel Gilberto|Bebel Gilberto|spotify:artist:6gk4ierjjSVPoZep27VfZz|||2004-06-08
spotify:track:2x94kf6UCzIEQZ9IxFSscn|Until the Morning|0.603|0.433|-9.673|0.0473|0.203|0.0653|0.114|0.294|71.986|236986|0|False|It Takes A Thief|Thievery Corporation|spotify:artist:25KNo5GDS6ZpLkjasaecA3|||2010-09-21
spotify:track:13yAMvQOBIuDrWG2pZlAbo|You Know I'm No Good|0.698|0.811|-3.594|0.03|0.0154|0.0029|0.0617|0.732|102.985|256946|0|False|Back To Black|Amy Winehouse|spotify:artist:6Q192DXotxtaysaqNPy5yR|||2006
spotify:track:6QTjqPIx9cbihtDNIqh52V|He Can Only Hold Her|0.655|0.83|-4.311|0.0603|0.0213|0.00787|0.0584|0.691|98.394|166400|0|False|Back To Black|Amy Winehouse|spotify:artist:6Q192DXotxtaysaqNPy5yR|||2006
spotify:track:5Og47k4AHrotP2QP36p5iO|Warwick Avenue|0.493|0.59|-5.814|0.0392|0.339|0.0|0.121|0.502|169.908|226386|0|False|Rockferry (intl Deluxe Edition)|Duffy|spotify:artist:37NqXwtb6nIEqRt4EJSoIO|||2008-01-01
spotify:track:4PzymFzBQcRfYF4c8Ud1HB|Stepping Stone|0.694|0.523|-6.407|0.0254|0.875|0.000172|0.352|0.472|97.985|209453|0|False|Rockferry (intl Deluxe Edition)|Duffy|spotify:artist:37NqXwtb6nIEqRt4EJSoIO|||2008-01-01
